FIN.TRANSACTION DATE,MCH.MERCHANT NAME,FIN.TRANSACTION AMOUNT
14/11/2017,BELBIN ASSOCIATES,1000.00
14/11/2017,VISTAPRINT,190.39
15/10/2017,PARK CENTRAL HOTEL,89.00
15/11/2017,OPENXTRA LTD.,2301.31
15/11/2017,THE ENERGY INSTITUTE-,138.00
15/11/2017,EYRE & ELLISTON LTD,18.82
15/11/2017,TRAINLINE,62.73
15/11/2017,PAYPAL  ATFOPERATOR,120.00
15/11/2017,PAYPAL  ATFOPERATOR,120.00
15/11/2017,SAINSBURYS LOC 6211,25.40
15/11/2017,WWW.THEKEY.CO.UK,36.00
15/11/2017,OVO ENERGY,60.00
15/11/2017,HOMEBASE LTD 091,19.50
15/11/2017,HOMEBASE LTD 091,34.56
15/11/2017,HOMEBASE LTD 091,-19.50
15/11/2017,ADOBE  CREATIVE CLOUD,42.14
15/11/2017,GWR WEBSALES,9.40
15/11/2017,APOLLO TRADE WINDOW ST,20.98
16/10/2017,GWR WEBSALES,32.40
16/10/2017,TRAINLINE,61.46
16/10/2017,TRAINLINE,61.45
16/10/2017,TRAINLINE,32.64
16/10/2017,TIMPSON LTD,15.00
16/10/2017,THAMES WATER,1000.00
16/10/2017,THAMES WATER,1000.00
16/10/2017,THAMES WATER,687.00
16/10/2017,TRAINLINE,46.41
16/10/2017,SHEEHANCONTRACTORS,276.00
16/10/2017,BOOTS FLU VOUCHERS,680.00
16/10/2017,WWW.BROADBANDBUYER.CO.,221.11
16/10/2017,SMITH & LOW LTD,17.15
16/10/2017,AO RETAIL LIMITED,283.97
16/10/2017,WWW.THEKEY.CO.UK,43.20
16/10/2017,TRAINLINE,142.09
16/10/2017,,-44214.95
16/11/2017,DATA DIALOGUE,68.40
16/11/2017,AMAZON EU AMAZON.CO.UK,18.24
16/11/2017,AMAZON SVCS EU-UK AMAZ,4.98
16/11/2017,TRAINLINE,52.79
16/11/2017,MENTIMETER.COM,93.93
16/11/2017,GWR OXFORD TO,68.90
16/11/2017,ITUNES.COM/BILL,19.99
16/11/2017,PEARTREE P/RIDE,2.20
16/11/2017,MARKS&SPENCER PLC,10.00
16/11/2017,EYRE & ELLISTON LTD,66.00
16/11/2017,SAINSBURYS SACAT 6211,5.30
16/11/2017,GWR READING SST,52.50
16/11/2017,EYRE & ELLISTON LTD,1110.77
16/11/2017,WWW.SOLACE.ORG.UK,203.00
16/11/2017,C I H,298.00
16/11/2017,WEST COAST TRAINS,10.00
16/11/2017,HILTON GARDEN INN,9.00
16/11/2017,AMAZON SVCS EU-UK AMAZ,17.98
16/11/2017,,-57935.77
17/10/2017,WWW.EIBMARKT.DE,74.77
17/10/2017,CAPITA GAS REG,304.56
17/10/2017,PAPERCHASE,6.50
17/10/2017,ARGOS LTD,129.98
17/10/2017,EYRE & ELLISTON LTD,63.94
17/10/2017,EYRE & ELLISTON LTD,26.52
17/10/2017,WILKO RETAIL LIMIT,34.95
17/10/2017,FACEBK  VYZRKCAP92,267.00
17/10/2017,FACEBK  XYZRKCAP92,133.00
17/10/2017,SHEEHANCONTRACTORS,276.00
17/10/2017,HOMEBASE LTD 091,9.99
17/10/2017,HOMEBASE LTD 091,4.00
17/10/2017,WILKO RETAIL LIMIT,15.00
17/10/2017,AMAZON UK MARKETPLACE,99.95
17/10/2017,HOMEBASE LTD 091,14.99
17/10/2017,SAINSBURYS SACAT 6211,8.50
17/10/2017,SAINSBURYS SACAT 6211,3.80
17/10/2017,MARKS&SPENCER PLC,30.50
17/10/2017,MARKS&SPENCER PLC,23.50
17/10/2017,SCREWFIX OXFORD,29.98
17/10/2017,CYCLONE CRANE SERVICES,223.78
17/10/2017,THE GARDEN,25.00
17/10/2017,SUK RETAIL LTD,10.88
17/11/2017,AMAZON SVCS EU-UK AMAZ,108.00
17/11/2017,AMAZON SVCS EU-UK AMAZ,108.00
17/11/2017,EYRE & ELLISTON LTD,36.96
17/11/2017,EYRE & ELLISTON LTD,24.00
17/11/2017,WESTGATE OXFORD CAR PA,14.50
17/11/2017,WW.MMSKIPHIRE.COM,330.00
17/11/2017,CURRYS ONLINE,279.99
17/11/2017,WWW.ARGOS.CO.UK,364.49
17/11/2017,WWW.CIBSE.ORG,127.00
17/11/2017,WORCESTERSHIRE COU,180.00
17/11/2017,ITUNES.COM/BILL,5.98
17/11/2017,EXECUTIVE SECURITY,17.43
17/11/2017,OXFORD291OFFICE,355.00
17/11/2017,JEWSON LTD,37.40
17/11/2017,TOOLSTATION LTD,5.27
17/11/2017,WICKES,8.98
17/11/2017,EYRE & ELLISTON LTD,48.36
18/10/2017,WP-INSTITUTE OF PH,-27.00
18/10/2017,GITHUB.COM  DL0OU,5.49
18/10/2017,DEADLINE DESPATCH LTD,100.81
18/10/2017,WWW.PMGLTD.CO.UK,799.20
18/10/2017,WP-INSTITUTE OF PH,27.00
18/10/2017,WWW.PHYSIOROOM.COM,16.48
18/10/2017,TRAINLINE,71.81
18/10/2017,TRAVIS PERKINS,15.11
18/10/2017,J R INDUSTRIES LTD,57.30
18/10/2017,AYLESBURY NISSAN,10.12
18/10/2017,GWR WEBSALES,131.20
18/10/2017,POST OFFICE COUNTER,20.00
18/10/2017,ARGOS LTD,-69.99
18/10/2017,HOMEBASE LTD 091,7.29
18/10/2017,SURVEYMONKEY,264.00
18/10/2017,MARKS&SPENCER PLC,10.40
18/10/2017,AMAZON EU,50.48
18/11/2017,GITHUB.COM  DL0OU,5.47
18/11/2017,INDEED TEL+35312545907,501.10
18/11/2017,FACEBK RXMYMD6U42,20.00
19/10/2017,THE ELECTRIC HIGHWAY C,5.36
19/10/2017,WWW.THEKEY.CO.UK,36.00
19/10/2017,WWW.THEKEY.CO.UK,18.00
19/10/2017,ASDA SUPERSTORE,5.87
19/10/2017,AMAZON EU,16.75
19/10/2017,EYRE & ELLISTON LTD,57.22
19/10/2017,ALL BAR ONE OXFORD,45.05
19/10/2017,HOMEBASE LTD 091,10.24
19/10/2017,HMCOURT-SERVICES.G,100.00
19/10/2017,CONTRACT FLOORING SERV,348.50
19/10/2017,HOMEBASE LTD 091,69.99
19/11/2017,AMAZON SVCS EU-UK AMAZ,26.53
20/10/2017,WWW.OXFORDSHIRE.GOV.UK,110.00
20/10/2017,DEADLINE DESPATCH LTD,100.81
20/10/2017,TRAINLINE,59.06
20/10/2017,TRAINLINE,26.98
20/10/2017,PREMIER INN,91.99
20/10/2017,MERCEDES-BENZ & SMART,156.00
20/10/2017,DSA THEORY TEST,23.00
20/10/2017,POSSESSIONCLAIM.GO,325.00
